house,state,mp_name,constituency,mp_number,work_id,work_category,ida,work_description,completion_date,amount_disbursed,image_url,has_image,elected_nominated
LS,Uttar Pradesh,Ram Prasad Chaudhary,BASTI,18208,WS/MP18208/2024-2025/150244,Normal/Others,BASTI(DISTRICT MAGISTRATE BASTI_IDA),"CC road construction work from Nibiya Bahrampur Road to GBM Convent School, block Saltua gopalpur 200 metre",2025-12-24,1410100.0,Images,True,
LS,Uttar Pradesh,Ram Prasad Chaudhary,BASTI,18208,WS/MP18208/2024-2025/150097,Normal/Others,BASTI(DISTRICT MAGISTRATE BASTI_IDA),"Construction work of C.C. road from Dubaula Pachpedwa road to Nabi Ullah's shop till Majhowa Chaudhary pitch road, block Gaur 530 metre",2025-12-23,4016720.0,Images,True,
LS,Bihar,Ramprit Mandal,JHANJHARPUR,423,WS/MP423/2024-2025/141385,Normal/Others,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Block ladaniya antargat panchayat belahi ward no 14 sthith ghurti lal ke ghar se mukhya sadak tk pcc sadak ka nirman karya,2025-02-19,297842.0,,False,
LS,Bihar,Ramprit Mandal,JHANJHARPUR,423,WS/MP423/2024-2025/141386,Normal/Others,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Block ladaniya antargat panchayat belahi ward no 14 sthith braham baba sthan se mukhya sadak tk pcc sadak ka nirman karya,2025-02-19,297682.0,,False,
LS,Assam,Bijuli Kalita Medhi,GUWAHATI,18023,WS/MP18023/2024-2025/140675,Normal/Others,GOALPARA(Deputy Commissioner Goalpara_IDA),"Construction Of link road from Narayan Kalita house to Sabin Boro house at Jogipara , Dhupdhara.",2026-04-27,2800000.0,,False,
LS,Assam,Bijuli Kalita Medhi,GUWAHATI,18023,WS/MP18023/2024-2025/140680,Normal/Others,GOALPARA(Deputy Commissioner Goalpara_IDA),"Construction of road from Harimura bazar to Bijay Hajong house at Patalpur, Matia",2026-04-27,2500000.0,,False,
LS,Karnataka,Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,618,WS/MP618/2024-2025/156175,Normal/Others,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),"Construction of Community Hall in MURANAL RC Village, Property No.POW-01",2025-02-20,497947.0,Images,True,
LS,West Bengal,Prasun Banerjee,HOWRAH,825,WS/MP825/2024-2025/150726,Normal/Others,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),"Supply and Instalation of 1 no Mini Highmast at Tripura Roy Lane, Under ward no-11 of HMC at A.C 170  in MPLAD Scheme",2025-04-02,189183.0,Images,True,
LS,Mizoram,Richard Vanlalhmangaiha,MIZORAM (ST),18138,WS/MP18138/2024-2025/148813,Normal/Others,"Siaha(Deputy Commissioner, Siaha)",Construction of Urinal Shed at Vahia,2026-02-11,250000.0,,False,
LS,Rajasthan,Damodar Agarwal,BHILWARA,18162,WS/MP18162/2024-2025/163639,Normal/Others,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),Bada Devra ke pas Chauk me Pewar Block Kary Vill-Algwas GP Bhabhana,2026-01-11,499700.0,,False,
LS,Punjab,Malvinder Singh Kang,ANANDPUR SAHIB,18311,WS/MP18311/2024-2025/149557,Normal/Others,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),Construction of Stadium and play Ground at village Khizarabad,2026-01-19,500000.0,Images,True,
LS,Tamil Nadu,Malaiyarasan D,KALLAKURICHI,18178,WS/MP18178/2024-2025/174367,Normal/Others,KALLAKURICHI(District Collector Kallakurichi_IDA),Procurement and supply of bench and desk to Ariyalur Govt Boys Higher Sec School (46 set),2025-11-21,960756.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/166731,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Laying of interlocking tiles on Entry Gate of Nehru Stadium,2025-04-28,225000.0,,False,
LS,Telangana,Chamala Kiran Kumar Reddy,BHONGIR,18338,WS/MP18338/2024-2025/155948,Normal/Others,YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),PROVIDING OF STREET LIGHTS IN NARSAPURAM VILLAGE,2025-02-19,100000.0,,False,
LS,Telangana,Chamala Kiran Kumar Reddy,BHONGIR,18338,WS/MP18338/2024-2025/155947,Normal/Others,YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),PROVIDING OF STREET LIGHTS IN PARUPALLY VILLAGE,2025-02-19,100000.0,,False,
LS,Telangana,Chamala Kiran Kumar Reddy,BHONGIR,18338,WS/MP18338/2024-2025/155950,Normal/Others,YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),PROVIDING OF STREET LIGHTS IN NEMILA VILLAGE,2025-02-19,100000.0,,False,
LS,Telangana,Chamala Kiran Kumar Reddy,BHONGIR,18338,WS/MP18338/2024-2025/155952,Normal/Others,YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),PROVIDING OF STREET LIGHTS IN BASANTHAPURAM VILLAGE,2025-02-19,100000.0,,False,
LS,Telangana,Chamala Kiran Kumar Reddy,BHONGIR,18338,WS/MP18338/2024-2025/155946,Normal/Others,YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),PROVIDING OF STREET LIGHTS IN SOMARAM VILLAGE,2025-02-19,100000.0,,False,
LS,Himachal Pradesh,Rajeev Bhardwaj,KANGRA,18069,WS/MP18069/2024-2025/163016,Normal/Others,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Construction of Pucca Path with drain at Lower Dhabrain Phase-II,2026-01-30,200000.0,Images,True,
LS,Tamil Nadu,S. Jagathrakshakan,ARAKKONAM,017,WS/MP017/2024-2025/166510,Normal/Others,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Construction of Retainning Wall around Kosasthali River near Sangeetkuppam,2025-02-20,989987.0,,False,
LS,Uttar Pradesh,Pushpendra Saroj,KAUSHAMBI(SC),18225,WS/MP18225/2024-2025/143679,Normal/Others,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),Vijai Pasi S/o Durjan Pasi ke Ghar ke samne Handpump,2026-02-05,73934.0,Images,True,
LS,Uttar Pradesh,Pushpendra Saroj,KAUSHAMBI(SC),18225,WS/MP18225/2024-2025/144029,Normal/Others,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),Allipur Masjid ke samne handpump,2026-02-05,73934.0,Images,True,
LS,Gujarat,Shobhanaben Mahendrasinh Baraiya,SABARKANTHA,18321,WS/MP18321/2024-2025/143692,Normal/Others,SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),Construction of a road leading to the study center of Rabari Samaj from the state road from Talod to Wakatapur at Mahiyal village.,2025-08-08,300000.0,Images,True,
LS,Andhra Pradesh,Midhun Reddy,RAJAMPET,524,WS/MP524/2024-2025/157643,Normal/Others,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),"Providing Artificial leg to Mr Ganes, Pileru (V&G.P) Physically Challenged",2025-02-20,75000.0,Images,True,
LS,Odisha,Shri Jual Oram,SUNDARGARH (ST),370,WS/MP370/2024-2025/140207,Normal/Others,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),"Computer Education project at  Govt. U.P. School, Gailo, GP-Jaisar, Block-Subdega",2025-02-21,480000.0,Images,True,
LS,Rajasthan,Bhupender Yadav,ALWAR,18159,WS/MP18159/2024-2025/145800,Normal/Others,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),R.U.P.V. Construction work of library room with veranda in Mangleshpur. G.P. Senthli P.S. Ramgarh (Alwar),2025-08-07,980408.0,Images,True,
LS,Bihar,Sudhakar Singh,BUXAR,18032,WS/MP18032/2024-2025/163528,Normal/Others,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),Install tube-well in west side of jevari village near temple,2025-02-20,232171.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150119,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),GRAM PANCHAYAT KURRWAH KE GRAM MADHURI PAWAI ME MAIN ROAD SE SUSHIL GAUTAM KE GHAR TAK NAVEEN SADAK NIRMAN,2025-09-08,998305.0,,False,
LS,Gujarat,Shobhanaben Mahendrasinh Baraiya,SABARKANTHA,18321,WS/MP18321/2024-2025/149053,Normal/Others,SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),Construction Work on CC Road at Bakshipanch Faliya At Navalpur village,2025-08-08,500000.0,Images,True,
LS,Gujarat,Shobhanaben Mahendrasinh Baraiya,SABARKANTHA,18321,WS/MP18321/2024-2025/152534,Normal/Others,SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),Paver block work near vadi at Salatpur village of Talod taluka,2025-08-08,500000.0,Images,True,
LS,Karnataka,K. Rajashekar Basavaraj Hitnal,KOPPAL,18089,WS/MP18089/2024-2025/160216,Normal/Others,KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),Installation of solar street lights on the road from Koppal-Gadag road to Patan Masjid in Koppal city. [Ward no. 23],2025-05-23,498724.0,Images,True,
LS,Odisha,Malvika Devi,KALAHANDI,18144,WS/MP18144/2024-2025/141589,Normal/Others,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),Construction of CC road from PWD road to Deypur UP School.,2025-10-30,300000.0,,False,
LS,Himachal Pradesh,Rajeev Bhardwaj,KANGRA,18069,WS/MP18069/2024-2025/163020,Normal/Others,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),construction of Pewar Path with Reling Jala at Nag Mandir Pekaiyadu to Kholadi.,2025-12-17,146244.0,Images,True,
LS,Punjab,Dr. Raj Kumar Chabbewal,HOSHIARPUR(SC),18155,WS/MP18155/2024-2025/161799,Normal/Others,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),Consturction of Community Centre,2025-10-28,300000.0,,False,
LS,West Bengal,Asit Kumar Mal,BOLPUR(SC),858,WS/MP858/2024-2025/148955,Normal/Others,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),INSTALLATION OF 53 NO STREET LIGHT FROM LAGHATA MORE TO BAKUL VILLAGE MORE. EXECUTING AGENCY WILL BE E.O.LABPUR PANCHAYT SAMITY.,2026-07-22,2298150.0,Images,True,
LS,Odisha,Shri Jual Oram,SUNDARGARH (ST),370,WS/MP370/2024-2025/140209,Normal/Others,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),"Computer Education project at  Govt. U.P. School, Jamuna, GP-Jamuna, Block-Subdega",2025-02-21,480000.0,Images,True,
LS,West Bengal,Asit Kumar Mal,BOLPUR(SC),858,WS/MP858/2024-2025/148954,Normal/Others,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),"INSTALLATION 53 NO STREET LIGHT FROM LABPUR REGISTRY OFFICE MORE TO SASTINAGAR BUS STAND,EXECUTING AGENCY WILL BE E.O.LABPUR PANCHAYT SAMITY.",2026-07-22,2298150.0,Images,True,
LS,Telangana,Arvind Dharmapuri,NIZAMABAD,761,WS/MP761/2024-2025/164716,Normal/Others,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Construction of Community hall in Reddy wadaat Maithapur (V) Raikal (M),2025-08-19,357000.0,,False,
LS,West Bengal,Asit Kumar Mal,BOLPUR(SC),858,WS/MP858/2024-2025/134463,Normal/Others,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),"Installation of high mast street light at sahispur ,Executing Agency will be EO sainthia panchayet samity.",2025-02-21,481037.0,,False,
LS,Odisha,Shri Jual Oram,SUNDARGARH (ST),370,WS/MP370/2024-2025/140210,Normal/Others,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),"Computer Education project at  Govt. U.P. School, Baurimunda, GP- Rajpur, Block-Subdega",2025-02-21,480000.0,Images,True,
LS,Odisha,Shri Jual Oram,SUNDARGARH (ST),370,WS/MP370/2024-2025/140211,Normal/Others,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),"Computer Education project at  Govt. U.P. School, Tedgamuha, GP-Rajpur, Block-Subdega",2025-02-21,480000.0,Images,True,
LS,Odisha,Shri Jual Oram,SUNDARGARH (ST),370,WS/MP370/2024-2025/140208,Normal/Others,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),"Computer Education project at  Govt. U.P. School, Luhurenberni, GP-Hamirpur, Block-Subdega",2025-02-21,480000.0,Images,True,
LS,Punjab,Dr. Raj Kumar Chabbewal,HOSHIARPUR(SC),18155,WS/MP18155/2024-2025/141568,Normal/Others,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),Repair of Janj Garh,2025-02-22,200000.0,Images,True,
LS,Rajasthan,Bhagirath Chaudhary,AJMER,719,WS/MP719/2024-2025/161812,Normal/Others,AJMER(DISTRICT COLLECTOR AJMER_IDA),Construction of gravel road from Foju khan's House to Jasvir singh's well. Gram panchayat Khatoli,2025-08-25,489564.0,,False,
LS,Punjab,Dr. Raj Kumar Chabbewal,HOSHIARPUR(SC),18155,WS/MP18155/2024-2025/141699,Normal/Others,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),Construction of Park,2026-01-06,200000.0,,False,
LS,Andhra Pradesh,Balashowry Vallabbhaneni,MACHILIPATNAM,405,WS/MP405/2024-2025/140236,Normal/Others,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Providing supply pipelines and motor for drinking water at Dantaguntla GP of Bapulapadu Mandal in Krishna District,2025-02-22,299297.0,,False,
LS,Bihar,Ravi Shankar Prasad,PATNA SAHIB,561,WS/MP561/2024-2025/142714,Normal/Others,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Boring and water supply work at a public place located at Karmali Chak in Ward No. 68 under Patna Sahib Assembly.,2025-03-01,246500.0,Images,True,
LS,Andhra Pradesh,Daggumalla Prasada Rao,CHITTOOR,18006,WS/MP18006/2024-2025/141508,Normal/Others,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),"Renovation of SW Boys Hostel Building at P. Kothakota of Puthalapattu Mandal, Puthalapattu Constituency.",2025-02-22,1517960.0,Images,True,
LS,Telangana,Arvind Dharmapuri,NIZAMABAD,761,WS/MP761/2024-2025/171858,Normal/Others,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),"Construction of community hall in Gudeti reddy Wada,",2025-08-19,268123.0,,False,
LS,Telangana,Arvind Dharmapuri,NIZAMABAD,761,WS/MP761/2024-2025/138984,Normal/Others,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Construction of community hall in Vishwabrahmana Wada,2025-02-22,400000.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150130,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),AMARWAH ME BUS STAND KE PAS,2025-10-13,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150136,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),BARI BUS STAND KE PAS,2025-02-28,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150135,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),BARAMBABA BUS STAND KE PAS,2025-10-13,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150134,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),BANJARI BUS STAND KE PAS,2025-10-13,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150133,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),BAMHANI BUS STAND KE PAS,2025-02-28,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150132,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),BAGHAU ME BUS STAND KE PAS,2025-10-13,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150131,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),BADHAURA ME BUS STAND KE PAS,2025-02-28,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150143,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DEOGARH BUS STAND KE PAS,2025-10-13,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150142,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DEMHA BUS STAND KE PAS,2025-10-13,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150141,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),CHULHI BUS STAND KE PAS,2025-10-13,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150140,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),CHHUHIYA BUS STAND KE PAS,2025-10-13,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150139,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),CHAUPHAL KOTHAR BUS STAND KE PAS,2025-02-28,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150138,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),BISUNI TOLA BUS STAND KE PAS,2025-10-13,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150150,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DUBARI KALA BUS STAND KE PAS,2025-10-13,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150149,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),KHAMH BUS STAND KE PAS,2025-02-28,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150148,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),KARWAHI BUS STAND KE PAS,2025-10-13,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150147,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),KARIMATI BUS STAND KE PAS,2025-11-07,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150146,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),JHAGARAHA BUS STAND KE PAS,2025-11-07,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150145,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),GHANDHIGRAM BUS STAND KE PAS,2025-11-07,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150144,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DHANKHORI BUS STAND KE PAS,2025-02-28,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150158,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),KUSMI BUS STAND KE PAS,2025-11-07,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150156,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),TANSAR BUS STAND KE PAS,2025-11-07,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150155,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),SHANKAR BUS STAND KE PAS,2025-11-07,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150154,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),GOTARA BUS STAND KE PAS,2025-11-07,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150153,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),BHADAURA BUS STAND KE PAS,2025-11-07,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150157,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),RAUHAL BUS STAND KE PAS,2025-11-08,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150164,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),PATHRAULA BUS STAND KE PAS,2025-11-08,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150137,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),BARMANI BUS STAND KE PAS,2025-10-13,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150152,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),KAMACHH BUS STAND KE PAS,2025-11-07,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150151,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),PONDI BUS STAND KE PAS,2025-11-08,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150162,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),NEBUHA BUS STAND KE PAS,2025-11-08,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150161,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),CHAMRADOL BUS STAND KE PAS,2025-11-08,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150159,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),SONGARH BUS STAND KE PAS,2025-11-08,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150165,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),SAHIJANHA BUS STAND KE PAS,2025-11-08,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150160,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),MAJHIGAWAN BUS STAND KE PAS,2025-11-08,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150163,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),TALA BUS STAND KE PAS,2025-11-08,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150166,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),SHIKRA BUS STAND KE PAS,2025-11-08,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150168,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),MAHKHOR BUS STAND KE PAS,2025-11-08,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150167,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),TIKRI BUS STAND KE PAS,2025-11-08,259942.0,,False,
LS,Madhya Pradesh,Dr. Rajesh Mishra,SIDHI,18109,WS/MP18109/2024-2025/150169,Normal/Others,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),MADWAS BUS STAND KE PAS,2025-11-08,259942.0,,False,
LS,Andhra Pradesh,Daggumalla Prasada Rao,CHITTOOR,18006,WS/MP18006/2024-2025/141505,Normal/Others,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),"Minor Repairs to Govt. SW Girls Hostel in G.D.Nellore of G.D.Nellore Mandal, G.D.Nellore Constituency.",2025-02-24,499447.0,Images,True,
LS,West Bengal,Ms Mahua Moitra,KRISHNANAGAR,823,WS/MP823/2024-2025/139552,Normal/Others,NADIA(DISTRICT MAGISTRATE NADIA_IDA),"Construction of Cross Drain Near  Sadhon Mondal and Dilip Ghosh House under Dogachhia GP, Nakashipara Block, Nadia.",2025-02-24,399842.0,Images,True,
LS,Madhya Pradesh,Rahul Singh Lodhi,DAMOH,18101,WS/MP18101/2024-2025/163180,Normal/Others,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),GRAM PANCHAYAT BHATIYA ME 5000 LRT PANI KE TENKAR KI KHAREED,2025-02-24,198724.0,Images,True,
LS,Madhya Pradesh,Rahul Singh Lodhi,DAMOH,18101,WS/MP18101/2024-2025/163177,Normal/Others,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),gram panchayat fatehpur me 5000 lrt pani ke tenkar ki khareed,2025-02-24,198724.0,Images,True,
LS,Madhya Pradesh,Rahul Singh Lodhi,DAMOH,18101,WS/MP18101/2024-2025/163168,Normal/Others,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),GRAM PANCHAYAT JHAROLI ME 5000 LRT PANI KE TENKAR KI KHAREED,2025-02-24,198724.0,Images,True,
LS,Madhya Pradesh,Rahul Singh Lodhi,DAMOH,18101,WS/MP18101/2024-2025/163155,Normal/Others,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),GRAM PANCHAYAT DHANGOR KALAN ME 5000 LRT PANI KE TENKAR KI KHAREED,2025-02-24,198724.0,Images,True,
LS,Madhya Pradesh,Rahul Singh Lodhi,DAMOH,18101,WS/MP18101/2024-2025/163153,Normal/Others,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),GRAM PANCHAYAT PINDRAI ME 5000 LRT PANI KE TENKAR KI KHAREED,2025-02-24,198724.0,Images,True,
LS,Madhya Pradesh,Rahul Singh Lodhi,DAMOH,18101,WS/MP18101/2024-2025/163150,Normal/Others,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),GRAM PANCHAYAT SHAHJAD PURA ME 5000 LRT PANI KE TENKAR KI KHAREED,2025-02-24,198724.0,Images,True,
LS,Madhya Pradesh,Rahul Singh Lodhi,DAMOH,18101,WS/MP18101/2024-2025/163147,Normal/Others,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),GRAM PANCHAYAT RASILPUR ME 5000 LRT PANI KE TENKAR KI KHAREED,2025-02-24,198724.0,Images,True,
